RIN,PRIMARY_KEY,INCIDENT_DATE,LOCATION_DISTRICT,INCIDENT_REASON,REASON_FOR_FORCE,SUBJECT_ID,SUBJECT_GENDER,SUBJECT_RACE,SUBJECT_ROLE,SUBJECT_DESCRIPTION,REASON_FOR_FORCE,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,NUMBER_EC_CYCLES,SUBJECT_INJURY_TYPE,OFFICER_INJURY_TYPE,,OFFICER_YEARS_ON_FORCE,Y_COORDINATE,Y_COORDINATE,LOCATION_DISTRICT,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE,LOCATION_LATITUDE,LOCATION_LONGITUDE
171571,2016500201,2/19/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,1055942: 2016500201,,,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,CHEMICAL AGENT - O C SPRAY,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 1100 REG 1 NIGHTS,2,3115555,10070935,9,700 BLOCK TRINITY ST,Austin,TX,,
171575,2016500201,2/19/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,,,,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,CHEMICAL AGENT - O C SPRAY,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 1100 REG 1 NIGHTS,3,3115555,10070935,9,700 BLOCK TRINITY ST,Austin,TX,,
171998,2016640192,3/4/2016,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,1057679: 2016640192,,,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,CHEMICAL AGENT - O C SPRAY,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 1100 REG 1 NIGHTS,6,3115291,10070580,9,314 E 6TH ST,Austin,TX,,
152718,20142930124,10/20/2014,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",203885355: 20142930124,F,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,2,3129643,10108927,,10205 N LAMAR BLVD,Austin,TX,30.372217,-97.691863
152743,20142930124,10/20/2014,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",203885355: 20142930124,F,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,2,3129643,10108927,,10205 N LAMAR BLVD,Austin,TX,30.372217,-97.691863
152920,20142930124,10/20/2014,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,203885355: 20142930124,F,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,6,3129643,10108927,,10205 N LAMAR BLVD,Austin,TX,30.372217,-97.691863
144073,2014541542,2/23/2014,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,371200773: 2014541542,M,Hispanic,ARRESTED,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,EDWARD 500 REG II PATROL,0,3128495,10107901,,10000 N LAMAR BLVD,Austin,TX,30.368695,-97.693849
152760,20142930124,10/20/2014,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459207112: 20142930124,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,21,3129643,10108927,,10205 N LAMAR BLVD,Austin,TX,30.372217,-97.691863
152759,20142930124,10/20/2014,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459207112: 20142930124,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,2,3129643,10108927,,10205 N LAMAR BLVD,Austin,TX,30.372217,-97.691863
141908,201411950,1/1/2014,DA,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,302385077: 201411950,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 4,6,3104682,10055365,,901 W BEN WHITE BLVD EB,Austin,TX,30.227315,-97.773392
143708,2014460306,2/15/2014,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,983342: 2014460306,F,Hispanic,VICTIM/OFFE,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I PATROL,9,3115266,10070399,,317 E 6TH ST,Austin,TX,30.267155,-97.739567
152761,20142930124,10/20/2014,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",203885355: 20142930124,F,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,3,3129643,10108927,,10205 N LAMAR BLVD,Austin,TX,30.372217,-97.691863
152696,20142930124,10/20/2014,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",203892599: 20142930124,F,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,6,3129643,10108927,,10205 N LAMAR BLVD,Austin,TX,30.372217,-97.691863
152722,20142900203,10/17/2014,DA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",252972574: 20142900203,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,,FRANK 500 REG IV PATROL,0,3105977,10055473,,600 W BEN WHITE BLVD SVRD EB,Austin,TX,30.226917,-97.769302
152921,20142930124,10/20/2014,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459207112: 20142930124,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,2,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,2,3129643,10108927,,10205 N LAMAR BLVD,Austin,TX,30.372217,-97.691863
154808,201590173,1/9/2015,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,71566269: 201590173,F,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG I PATROL,2,3115830,10070051,9,504 E 5TH ST,Austin,TX,,
154809,201590173,1/9/2015,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,71566269: 201590173,F,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 2 REG III HWY ENFORCEMENT,3,3115830,10070051,9,504 E 5TH ST,Austin,TX,,
156867,2015571525,2/26/2015,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",165031941: 2015571525,F,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 300 REG II PATROL,2,3135874,10127480,7,13609 N IH 35 SVRD NB,Austin,TX,,
170704,2016240226,1/24/2016,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459263977: 2016240226,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 700 REG III PATROL,1,3120814,10056202,3,2400 WICKERSHAM LN,Austin,TX,,
175578,20162470229,9/3/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459445323: 20162470229,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,GEORGE 1100 REG 1 NIGHTS,18,3115448,10070595,9,600 BLOCK TRINITY ST,Austin,TX,,
175625,20162470229,9/3/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459445323: 20162470229,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,2,3115448,10070595,9,600 BLOCK TRINITY ST,Austin,TX,,
177305,20163510180,12/16/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,20251378: 20163510180,M,Asian,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 1100 REG 1 NIGHTS,19,3115491,10070521,9,400 E 6TH ST,Austin,TX,,
158027,2015860183,3/27/2015,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459259615: 2015860183,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,MINOR INJURY,GEORGE 800 REG I PATROL,2,3115555,10070291,9,411 E 6TH ST,Austin,TX,,
162807,20151862209,7/5/2015,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,458946104: 20151862209,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG I PATROL,4,3113120,10066752,9,S CONGRESS AVE / W RIVERSIDE DR,Austin,TX,,
162808,20151862209,7/5/2015,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,458946104: 20151862209,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 2 REG III HWY ENFORCEMENT,8,3113120,10066752,9,S CONGRESS AVE / W RIVERSIDE DR,Austin,TX,,
162841,20151862209,7/5/2015,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,458946104: 20151862209,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CED - PRONGS-ENTER # SHOTS,,,,1,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,8,3113120,10066752,9,S CONGRESS AVE / W RIVERSIDE DR,Austin,TX,,
170189,201681795,1/8/2016,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,21628211: 201681795,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-passive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,3,3130162,10066577,3,800 AIRPORT BLVD,Austin,TX,,
143449,2014401562,2/9/2014,ID,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,459125992: 2014401562,M,Hispanic,SUSPECT,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,1,3128112,10091482,,1114 CAMINO LA COSTA,Austin,TX,30.323957,-97.697593
149220,20145025104,6/4/2014,FR,OTHER,NECESSARY TO DEFEND REPORTING OFFICER,315294270: 20145025104,M,Hispanic,JUV-ARRESTE,,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,MINOR INJURY,GANG SUPPRESSION UNIT OCD,12,3114567,10043869,,4700 E STASSNEY LN,Austin,TX,30.194108,-97.742884
177140,20163441710,12/9/2016,FR,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",5035159: 20163441710,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-passive resistance; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,1,3097668,10043017,5,7310 SHERWOOD RD,Austin,TX,,
177201,20163441710,12/9/2016,FR,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",5035159: 20163441710,M,Hispanic,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-passive resistance; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,5,3097668,10043017,5,7310 SHERWOOD RD,Austin,TX,,
177265,20165051260,12/12/2016,ED,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,99813916: 20165051260,M,Hispanic,,,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,STREET NARCOTICS TEAM 1 OCD,4,3131500,10105709,4,9602 N IH 35 SVRD SB,Austin,TX,,
148699,20145025104,6/4/2014,FR,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,51066762: 20145025104,M,Black,JUV-SUBJECT,,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GANG SUPPRESSION UNIT OCD,13,3114567,10043869,,4700 E STASSNEY LN,Austin,TX,30.194108,-97.742884
176417,20162891594,10/15/2016,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,5014268: 20162891594,M,Black,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand defensive resistance; expired code-other,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),,,,1,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,2,3120413,10090862,4,W KOENIG LN / CHESTERFIELD AVE,Austin,TX,,
151719,20142541770,9/11/2014,CH,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,204146680: 20142541770,F,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,3,3120298,10078450,,3100 BLOCK N IH 35 SVRD NB,Austin,TX,,
143037,2014331063,2/2/2014,CH,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,167568270: 2014331063,M,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CED - PRONGS-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,6,MINOR INJURY,MINOR INJURY; COMPLAINT OF INJURY/PAIN,CHARLIE 400 REG III PATROL,2,3135766,10075417,,5605 SAMUEL HUSTON AVE,Austin,TX,30.279655,-97.674407
149805,20142041781,7/23/2014,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459177696: 20142041781,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG I PATROL,9,3113126,10069732,,200 LAVACA ST,Austin,TX,30.265668,-97.746347
153120,20143031856,10/30/2014,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459170363: 20143031856,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY,MINOR INJURY,GEORGE 400 REG I PATROL,6,3113155,10071257,,600 GUADALUPE ST,Austin,TX,30.269432,-97.746137
176046,20162661414,9/22/2016,DA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459454713: 20162661414,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 500 REG IV PATROL,5,3110718,10052849,3,710 E BEN WHITE BLVD SVRD WB,Austin,TX,,
153639,20143230018,11/19/2014,ED,DISPATCHED CALL,NECESSARY TO DEFEND ANOTHER,458981873: 20143230018,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CED - PRONGS-ENTER # SHOTS,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,21,3124783,10117077,,11511 METRIC BLVD,Austin,TX,30.39481,-97.706425
175011,20162141603,8/1/2016,HE,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459365787: 20162141603,M,Hispanic,,,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,STRATEGIC INTELLIGENCE,4,3120864,10058734,3,2512 E RIVERSIDE DR,Austin,TX,,
175012,20162141603,8/1/2016,HE,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459365787: 20162141603,M,Hispanic,,,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,5,3120864,10058734,3,2512 E RIVERSIDE DR,Austin,TX,,
142048,201421064,1/2/2014,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,156829520: 201421064,M,Black,ARRESTED,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,0,3131149,10086648,,5800 WELLINGTON DR,Austin,TX,30.310704,-97.687983
155802,2015361377,2/5/2015,ID,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,27263874: 2015361377,M,Black,,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # SHOTS,CED - PRONGS-ENTER # SHOTS,,,2,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,3,3133647,10084692,1,5707 MANOR RD,Austin,TX,,
162742,20151831768,7/2/2015,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,32509077: 20151831768,F,Black,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,IDA 500 REG I PATROL,1,3136619,10086004,1,6400 MANOR RD,Austin,TX,,
173005,2016900013,3/30/2016,ID,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,131662639: 2016900013,M,Black,,,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,MINOR INJURY,MINOR INJURY,IDA 500 REG I PATROL,1,3129635,10092694,4,1305 RADCLIFF DR,Austin,TX,,
173782,20161270041,5/6/2016,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459400706: 20161270041,M,Black,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN,MINOR INJURY,GEORGE 400 REG I EVENING,3,3116253,10070465,9,615 RED RIVER ST,Austin,TX,,
173791,20161270041,5/6/2016,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459400706: 20161270041,M,Black,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN,COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,5,3116253,10070465,9,615 RED RIVER ST,Austin,TX,,
173792,20161270041,5/6/2016,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459400706: 20161270041,M,Black,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,18,3116253,10070465,9,615 RED RIVER ST,Austin,TX,,
174818,20161971957,7/15/2016,CH,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,458841548: 20161971957,M,Black,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE 500 REG III PATROL,2,3149776,10082553,1,8101 COLONY LOOP DR,Austin,TX,,
174817,20161971957,7/15/2016,CH,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,458841548: 20161971957,M,Black,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand active aggression,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE 800 REG III PATROL,1,3149776,10082553,1,8101 COLONY LOOP DR,Austin,TX,,
177486,20163581587,12/23/2016,HE,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",295961630: 20163581587,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 500 REG III PATROL,0,3118746,10057154,3,2201 WILLOW CREEK DR,Austin,TX,,
146052,20141021727,4/12/2014,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,211288360: 20141021727,M,Black,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 500 REG III PATROL,0,3144756,10082961,,6710 LOYOLA LN,Austin,TX,30.299146,-97.645766
